Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification
P2712,Organic Cotton T-Shirt,Clothing,46.35,-0.52,1.09,64.87,301,3.6,1
P2713,Solar-Powered Lantern,Household,69.57,-0.87,1.43,114.88,277,4.2,1
P2714,Biodegradable Phone Case,Stationery,20.94,-1.14,1.36,99.46,110,3.9,1
P2715,Bamboo Toothbrush,Household,41.08,-1.4,0.83,101.75,674,3.6,0
P2716,Organic Cotton T-Shirt,Electronics,36.95,-1.39,0.89,71.4,438,3.6,1
P2717,Organic Cotton T-Shirt,Clothing,96.65,-1.45,1.46,40.05,426,3.1,1
P2718,Reusable Water Bottle,Stationery,27.56,-1.48,0.8,98.89,916,4.4,0
P2719,Bamboo Toothbrush,Electronics,10.16,-1.4,1.13,31.23,148,3.7,0
P2720,Eco-Friendly Notebook,Personal Care,91.33,-1.37,1.11,33.09,816,4.4,0
P2721,Organic Cotton T-Shirt,Household,48.1,-1.5,1.03,87.51,428,3.9,1
P2722,Solar-Powered Lantern,Household,18.39,-0.92,1.12,103.62,448,3.3,0
P2723,Solar Charger,Household,73.62,-0.81,1.47,59.72,675,4.1,1
P2724,Solar Charger,Clothing,51.39,-1.24,1.15,57.46,771,3.3,1
P2725,Compostable Trash Bags,Clothing,85.82,-1.08,1.24,22.6,219,3.7,1
P2726,Compostable Trash Bags,Stationery,83.7,-0.91,0.82,25.23,881,5,0
P2727,Recycled Paper Planner,Personal Care,92.54,-1.4,1.08,112.73,323,4.6,1
P2728,Solar-Powered Lantern,Stationery,71.16,-0.66,1.07,76.32,194,3.2,1
P2729,Organic Cotton T-Shirt,Electronics,98.01,-0.58,1.21,51.39,214,3.4,1
P2730,Solar-Powered Lantern,Personal Care,98.18,-1.45,1.07,38.69,807,4.7,1
P2731,Biodegradable Phone Case,Personal Care,98.31,-0.64,1.22,51.76,688,3.3,0
P2732,Solar Charger,Stationery,13.22,-0.73,1.21,45.4,821,3.3,1
P2733,Solar Charger,Stationery,59.26,-1.07,1.5,47.85,473,3.7,0
P2734,Organic Cotton T-Shirt,Stationery,35,-0.84,1.37,11.26,687,3.5,0
P2735,Solar Charger,Personal Care,83.69,-0.99,1.02,85.08,328,4.5,1
P2736,Eco-Friendly Notebook,Electronics,85,-0.67,1.36,46.68,914,4.3,0
P2737,Reusable Water Bottle,Household,47.31,-1.08,1.04,72.46,636,3.5,1
P2738,Biodegradable Phone Case,Clothing,13.2,-0.68,0.94,86.28,131,4,0
P2739,Solar-Powered Lantern,Household,34.42,-0.58,1.44,105.19,141,4.5,0
P2740,Organic Wool Socks,Electronics,9.58,-0.88,1.21,49.42,939,3,1
P2741,Bamboo Toothbrush,Electronics,83.06,-1.21,0.8,119.77,340,4.9,0
P2742,Recycled Paper Planner,Electronics,14.15,-1.22,0.98,45.37,855,3.2,1
P2743,Organic Cotton T-Shirt,Household,9.58,-1.11,0.82,28.73,890,4.7,0
P2744,Eco-Friendly Notebook,Stationery,99.71,-1.19,1.48,23.05,596,5,1
P2745,Biodegradable Phone Case,Household,36.09,-0.58,1.5,27.1,613,3.7,0
P2746,Solar-Powered Lantern,Clothing,8.81,-1.34,1.02,14.11,882,3.4,0
P2747,Compostable Trash Bags,Clothing,6.7,-1.21,1.47,30.06,195,4,0
P2748,Organic Wool Socks,Clothing,14.83,-1.37,1.3,10.96,799,3.2,0
P2749,Eco-Friendly Notebook,Household,75.84,-0.58,0.95,47.1,69,4.7,0
P2750,Biodegradable Phone Case,Stationery,88.61,-0.71,1.46,96.93,493,3.3,0
P2751,Organic Cotton T-Shirt,Clothing,5.83,-0.87,1.06,17.78,99,3.7,1
P2752,Eco-Friendly Notebook,Household,83.7,-0.8,1,21.36,387,4.4,1
P2753,Bamboo Toothbrush,Personal Care,38.16,-1.5,1.45,82.08,69,4.5,1
P2754,Organic Cotton T-Shirt,Household,33.11,-1.45,1.01,76.51,412,3.2,0
P2755,Bamboo Toothbrush,Household,39.58,-0.72,1.17,100.15,276,4.1,1
P2756,Reusable Water Bottle,Personal Care,7.87,-0.55,1.18,15.31,312,3.9,1
P2757,Bamboo Toothbrush,Household,22.77,-1.15,0.83,19.57,482,3.3,0
P2758,Solar-Powered Lantern,Clothing,84.55,-0.69,0.86,81.8,61,4.3,1
P2759,Bamboo Toothbrush,Personal Care,23.31,-0.77,1.29,26.68,279,3.4,0
P2760,Organic Wool Socks,Personal Care,16.36,-1.28,0.92,82.27,259,3.6,0
P2761,Solar Charger,Personal Care,66.48,-1.37,1.12,82.86,340,3.7,1
P2762,Biodegradable Phone Case,Household,81.44,-1.25,1.34,36.64,52,3.3,1
P2763,Solar Charger,Stationery,44.52,-0.92,1.49,65.86,184,3.1,0
P2764,Solar-Powered Lantern,Clothing,49.1,-1.4,1.34,115.75,672,4.4,1
P2765,Organic Cotton T-Shirt,Stationery,16.67,-1.33,0.96,22.61,566,4.5,1
P2766,Organic Wool Socks,Stationery,54.85,-1.19,1.15,45.05,624,4.1,0
P2767,Eco-Friendly Notebook,Household,53.04,-1.26,0.89,31.65,273,4,1
P2768,Recycled Paper Planner,Electronics,55.41,-1.31,1.12,115.78,721,3.6,0
P2769,Bamboo Toothbrush,Electronics,97.09,-1.11,1.03,103.93,747,4.1,0
P2770,Compostable Trash Bags,Clothing,84.88,-0.79,1.25,104.72,539,3.8,0
P2771,Solar Charger,Electronics,71.94,-1.05,0.92,57.86,299,3.8,1
P2772,Compostable Trash Bags,Stationery,68.08,-1.16,1.29,14.54,910,3.1,1
P2773,Bamboo Toothbrush,Personal Care,28.99,-0.54,1.06,38.3,917,3.2,0
P2774,Organic Wool Socks,Personal Care,12.74,-1.03,1.12,21.37,680,4.3,1
P2775,Biodegradable Phone Case,Electronics,76.51,-1.05,1.37,110.36,220,4.1,0
P2776,Organic Cotton T-Shirt,Household,98.38,-1.48,0.86,102.38,848,3.2,0
P2777,Recycled Paper Planner,Clothing,7.19,-1.44,0.87,74.08,930,4.6,1
P2778,Organic Wool Socks,Electronics,92.22,-1.33,1.39,56.85,890,3.3,1
P2779,Eco-Friendly Notebook,Household,41.19,-1.4,0.9,94.53,92,3.9,1
P2780,Solar Charger,Clothing,77.8,-1.49,0.85,13.88,164,4,0
P2781,Organic Wool Socks,Clothing,83.35,-0.63,1.09,62.43,536,3.3,0
P2782,Reusable Water Bottle,Stationery,78.12,-1.39,0.91,71.69,520,4.2,1
P2783,Solar-Powered Lantern,Stationery,93.26,-1.03,1.22,89.56,160,4.7,1
P2784,Organic Wool Socks,Stationery,48.72,-1.01,0.95,52.87,516,4.5,1
P2785,Bamboo Toothbrush,Electronics,34.71,-0.52,1.09,102.81,467,4.1,1
P2786,Organic Wool Socks,Electronics,9.63,-0.86,0.96,101.75,709,3,0
P2787,Solar Charger,Electronics,42.18,-0.59,1.16,55.42,892,4.2,1
P2788,Solar-Powered Lantern,Clothing,36.52,-1.07,0.88,92.64,756,3.8,1
P2789,Reusable Water Bottle,Clothing,45.25,-0.85,1.49,83.82,568,3.7,1
P2790,Organic Cotton T-Shirt,Personal Care,77.3,-0.69,1.34,64.74,540,3.8,1
P2791,Recycled Paper Planner,Household,82.62,-0.93,0.94,108.74,735,3.9,0
P2792,Biodegradable Phone Case,Clothing,88.37,-0.97,0.86,40.86,690,4.6,0
P2793,Eco-Friendly Notebook,Stationery,21.61,-1.02,1.17,19.05,68,3.1,1
P2794,Recycled Paper Planner,Electronics,52.18,-0.73,1.38,15.85,550,3.3,1
P2795,Solar-Powered Lantern,Clothing,94.34,-0.83,1.37,71.59,327,3.7,0
P2796,Organic Cotton T-Shirt,Household,15.53,-0.79,1.49,107.71,721,4.4,0
P2797,Compostable Trash Bags,Clothing,9.14,-0.99,1.03,61.03,159,4.7,1
P2798,Recycled Paper Planner,Clothing,78.77,-0.6,0.92,95.85,482,3.8,0
P2799,Solar Charger,Stationery,97.42,-1.05,1.06,31.19,225,4.1,1
P2800,Solar Charger,Stationery,96.63,-0.68,0.89,38.25,328,4.7,1
P2801,Reusable Water Bottle,Stationery,92.69,-0.58,1.31,50.2,355,3.9,1
P2802,Organic Cotton T-Shirt,Personal Care,14.01,-0.68,1.37,57.79,411,4.3,1
P2803,Organic Cotton T-Shirt,Stationery,92.48,-0.92,1.44,33.29,871,3.8,1
P2804,Recycled Paper Planner,Household,79.7,-1.36,1.15,47.1,530,4.6,1
P2805,Solar-Powered Lantern,Personal Care,14.92,-1.1,1.11,83.25,822,4.7,0
P2806,Bamboo Toothbrush,Personal Care,54.2,-0.96,1.18,57.87,473,4.7,1
P2807,Organic Cotton T-Shirt,Household,40.22,-0.91,0.85,36.48,418,3.5,1
P2808,Biodegradable Phone Case,Clothing,33.65,-1.39,0.91,33.43,851,4,1
P2809,Organic Cotton T-Shirt,Household,75.32,-1.05,1.46,108.83,230,4.1,0
P2810,Organic Cotton T-Shirt,Electronics,52.7,-1.42,1.16,88.72,633,4.3,0
P2811,Organic Cotton T-Shirt,Personal Care,65.5,-1.3,1.01,112.56,816,3.4,1
P2812,Bamboo Toothbrush,Household,98.83,-1.25,1.3,33.3,424,4.6,0
P2813,Bamboo Toothbrush,Household,61.55,-0.99,0.87,50.15,997,3.7,1
P2814,Biodegradable Phone Case,Electronics,47.95,-0.85,1.11,40.2,820,3.8,0
P2815,Reusable Water Bottle,Household,42.68,-0.59,1.26,63.04,840,3.4,1
P2816,Bamboo Toothbrush,Electronics,59.18,-1.24,0.83,66.44,374,4.8,0
P2817,Compostable Trash Bags,Clothing,31.56,-1.29,1.43,69.12,209,4.4,1
P2818,Solar-Powered Lantern,Household,51.58,-1.47,0.81,81.12,847,3.3,1
P2819,Compostable Trash Bags,Personal Care,30.96,-1.38,1.4,37.34,851,3.3,1
P2820,Biodegradable Phone Case,Electronics,60.44,-0.83,0.9,60.68,979,4.3,1
P2821,Biodegradable Phone Case,Household,83.75,-1.21,1.03,64.36,122,3.8,0
P2822,Recycled Paper Planner,Electronics,95.54,-1.35,0.94,65.83,170,4.1,1
P2823,Organic Wool Socks,Personal Care,20.96,-0.69,1.39,74.37,475,4.4,1
P2824,Organic Cotton T-Shirt,Electronics,44.34,-1.21,1.12,51.43,141,3.7,0
P2825,Organic Wool Socks,Clothing,29.11,-1.12,1.2,110.71,435,3.8,1
P2826,Solar Charger,Stationery,89.94,-1.47,1.16,6.29,819,4.3,0
P2827,Compostable Trash Bags,Clothing,76.62,-1,0.93,114.9,150,4.4,0
P2828,Solar-Powered Lantern,Electronics,11.69,-1.31,1.13,39.94,713,3.2,0
P2829,Solar-Powered Lantern,Stationery,64.46,-1.15,1.1,69.13,385,3.7,1
P2830,Solar Charger,Electronics,43.72,-0.55,1.12,107.73,128,4.4,0
P2831,Recycled Paper Planner,Clothing,11.47,-1.35,0.98,96.63,388,4.8,1
P2832,Recycled Paper Planner,Clothing,14.33,-1.5,1.37,18.91,936,3.4,1
P2833,Bamboo Toothbrush,Personal Care,46.94,-0.76,1.25,77.88,439,4.4,1
P2834,Solar-Powered Lantern,Personal Care,39.72,-0.86,1.3,102.21,341,4.9,1
P2835,Organic Cotton T-Shirt,Household,40.31,-0.87,1.37,39.7,53,4.5,1
P2836,Eco-Friendly Notebook,Personal Care,64.58,-1.4,1.36,21.14,930,4.7,0
P2837,Eco-Friendly Notebook,Clothing,62.03,-1.08,1.18,59.36,570,4.3,0
P2838,Biodegradable Phone Case,Clothing,31.54,-0.89,1.19,9.36,744,3.9,0
P2839,Reusable Water Bottle,Personal Care,72.38,-1,1.36,93.9,490,4.2,1
P2840,Organic Cotton T-Shirt,Clothing,27.42,-1.12,1.11,26.19,416,4,0
P2841,Organic Cotton T-Shirt,Electronics,78.58,-1.04,1.47,75.05,702,4,0
P2842,Compostable Trash Bags,Stationery,62.08,-0.63,1.36,25.18,136,4.5,0
P2843,Eco-Friendly Notebook,Stationery,15.57,-0.86,0.87,8.16,96,4.5,1
P2844,Organic Cotton T-Shirt,Electronics,11.25,-1.03,1.13,6.82,314,3.7,1
P2845,Recycled Paper Planner,Electronics,42.88,-0.53,1.12,33.22,707,5,0
P2846,Recycled Paper Planner,Personal Care,20.66,-1.21,1.23,89.92,157,4.9,0
P2847,Compostable Trash Bags,Personal Care,38.87,-0.74,1.36,48.44,284,4,0
P2848,Solar Charger,Clothing,29.48,-1.28,1.1,110.24,858,4.4,0
P2849,Biodegradable Phone Case,Personal Care,92.17,-0.51,0.95,18.1,858,3,0
P2850,Organic Cotton T-Shirt,Clothing,42.15,-1.4,1.36,98.22,964,4.5,1
P2851,Bamboo Toothbrush,Personal Care,18.6,-0.82,1.03,91.31,440,3.4,0
P2852,Organic Wool Socks,Electronics,53.24,-1.3,1.33,118.72,271,3.1,0
P2853,Organic Cotton T-Shirt,Stationery,15.07,-0.73,1.24,24.65,647,3.8,0
P2854,Recycled Paper Planner,Stationery,46.58,-1.2,1.45,86.3,350,4.2,1
P2855,Organic Cotton T-Shirt,Personal Care,20.4,-0.75,0.84,109.47,542,4.2,1
P2856,Solar Charger,Stationery,25.26,-1.21,0.86,59.09,415,3.6,0
P2857,Organic Cotton T-Shirt,Household,90.79,-0.92,1.07,73.46,72,3.6,0
P2858,Compostable Trash Bags,Stationery,83.73,-0.93,1.45,107.98,412,4.7,1
P2859,Eco-Friendly Notebook,Stationery,71.96,-1.12,1.35,95.43,265,3.2,1
P2860,Bamboo Toothbrush,Electronics,63.32,-0.7,1.25,101.18,380,4.2,1
P2861,Solar-Powered Lantern,Clothing,32.55,-1.07,0.9,47.63,831,4.3,0
P2862,Biodegradable Phone Case,Clothing,48.83,-0.65,1.15,14.94,424,3,0
P2863,Compostable Trash Bags,Electronics,46.28,-0.94,0.8,101.44,789,4.3,1
P2864,Eco-Friendly Notebook,Electronics,30.21,-1.42,1.22,12.57,966,3.9,1
P2865,Organic Wool Socks,Household,91.78,-0.8,1.45,89.31,425,3.9,1
P2866,Organic Wool Socks,Electronics,72,-0.71,1.42,113.24,921,4,1
P2867,Recycled Paper Planner,Household,28.66,-1.07,1.06,44.68,597,3.9,0
P2868,Bamboo Toothbrush,Stationery,99.64,-0.53,1.21,91.97,648,3.5,0
P2869,Eco-Friendly Notebook,Personal Care,66.44,-1.33,1.11,68.64,760,3.3,0
P2870,Reusable Water Bottle,Stationery,27.21,-0.9,1.45,105.34,767,4.2,1
P2871,Recycled Paper Planner,Stationery,51.68,-0.7,1.25,92.59,849,3.9,1
P2872,Biodegradable Phone Case,Household,21.07,-0.52,0.85,62.98,244,4.4,0
P2873,Recycled Paper Planner,Household,47.56,-1.25,1.36,110.09,602,3.8,1
P2874,Reusable Water Bottle,Stationery,6.03,-0.74,0.82,74.59,132,4.6,1
P2875,Eco-Friendly Notebook,Stationery,54.49,-1.47,1.02,106.62,761,4.3,1
P2876,Eco-Friendly Notebook,Stationery,56.85,-0.66,1.09,10.77,167,3.4,1
P2877,Eco-Friendly Notebook,Electronics,27.7,-0.72,0.89,54.35,914,4.4,0
P2878,Biodegradable Phone Case,Stationery,37.81,-0.66,1,55.18,727,4.9,1
P2879,Recycled Paper Planner,Electronics,88.27,-1.33,0.81,31.03,243,3.4,1
P2880,Recycled Paper Planner,Household,69.45,-1.38,1.41,78.76,971,4.2,0
P2881,Recycled Paper Planner,Electronics,59,-1.35,1.45,119.6,782,4.7,1
P2882,Organic Cotton T-Shirt,Stationery,81.82,-1.31,0.93,96.53,467,3.4,1
P2883,Eco-Friendly Notebook,Personal Care,12.22,-0.77,1.41,104.36,946,3.2,0
P2884,Bamboo Toothbrush,Household,14.08,-0.94,0.98,25.25,130,4.9,0
P2885,Solar-Powered Lantern,Stationery,49.21,-0.57,1.44,76.28,885,4.9,1
P2886,Solar Charger,Electronics,42.45,-1.42,0.99,115.39,430,3.3,0
P2887,Reusable Water Bottle,Stationery,5.02,-1.39,1.3,107.41,53,4.1,1
P2888,Biodegradable Phone Case,Electronics,21.45,-0.97,0.98,7.25,554,4.4,1
P2889,Compostable Trash Bags,Household,56.29,-0.84,1.1,30.75,574,4.8,0
P2890,Reusable Water Bottle,Electronics,31.55,-1.41,0.87,75.19,104,3.7,0
P2891,Organic Wool Socks,Personal Care,19.74,-1.3,1.48,63.46,726,3.3,0
P2892,Reusable Water Bottle,Electronics,84.3,-1.35,0.82,29.87,539,3.1,0
P2893,Compostable Trash Bags,Household,81.58,-0.89,1.31,6.96,767,4.1,0
P2894,Solar Charger,Household,76.55,-0.72,0.98,11.76,723,4.2,1
P2895,Eco-Friendly Notebook,Stationery,90.46,-1.13,1.39,31.31,173,4.1,1
P2896,Reusable Water Bottle,Electronics,48.69,-1.07,1.19,91.92,554,4.4,0
P2897,Compostable Trash Bags,Stationery,8.34,-0.69,1.49,31.85,629,4.6,0
P2898,Bamboo Toothbrush,Household,37.61,-0.8,1.33,71.93,707,4.5,0
P2899,Biodegradable Phone Case,Clothing,85.43,-1.37,0.96,15.21,826,3.9,1
P2900,Solar-Powered Lantern,Clothing,31.23,-0.67,1.31,79.19,584,3.6,0
P2901,Solar Charger,Stationery,24.22,-1.39,0.98,76.6,988,3.6,1
P2902,Solar-Powered Lantern,Personal Care,71.87,-0.89,1.01,69.37,317,3.6,0
P2903,Solar-Powered Lantern,Clothing,19.65,-0.69,0.95,110.2,778,3.2,0
P2904,Eco-Friendly Notebook,Clothing,31.23,-1.18,1.25,12.04,609,4.6,1
P2905,Compostable Trash Bags,Personal Care,98.81,-0.92,0.87,83.06,395,3.3,0
P2906,Solar-Powered Lantern,Household,13.48,-1.05,1.09,90.87,841,4,1
P2907,Solar Charger,Household,47.94,-0.83,1.11,68.72,590,4.7,0
P2908,Biodegradable Phone Case,Clothing,76.58,-0.81,0.91,74.59,632,4.8,0
P2909,Organic Wool Socks,Stationery,41.28,-1.49,0.88,34.28,674,4.3,0
P2910,Compostable Trash Bags,Household,98.2,-1.29,1.13,34.79,451,4.3,0
P2911,Compostable Trash Bags,Personal Care,27.6,-0.96,0.88,15.79,102,4.9,0
P2912,Compostable Trash Bags,Electronics,29.33,-0.65,0.84,92.03,774,3.8,1
P2913,Recycled Paper Planner,Electronics,26.11,-1.24,1.46,85.24,726,3.8,1
P2914,Solar Charger,Household,45.37,-1.11,0.96,12.18,516,4.8,0
P2915,Reusable Water Bottle,Clothing,75.86,-0.97,1.22,79.68,813,3.2,0
P2916,Recycled Paper Planner,Personal Care,46.55,-0.95,1.28,90.5,439,4.4,0
P2917,Organic Wool Socks,Stationery,46.61,-1.08,1.06,117.46,825,3.9,0
P2918,Recycled Paper Planner,Personal Care,63.88,-1.47,1.47,7,150,3.1,1
P2919,Compostable Trash Bags,Clothing,51.63,-1.09,1.26,111.59,927,4.7,0
P2920,Reusable Water Bottle,Personal Care,16.01,-0.73,1.36,24.33,393,3.7,0
P2921,Solar Charger,Electronics,56.07,-0.91,1.14,40.98,624,3.4,0
P2922,Recycled Paper Planner,Personal Care,49.43,-1.49,0.95,54.66,184,4,0
P2923,Organic Wool Socks,Stationery,86.88,-0.84,1.3,107.54,786,3.3,1
P2924,Biodegradable Phone Case,Stationery,14.96,-1.44,0.93,79.6,703,4.8,1
P2925,Compostable Trash Bags,Stationery,15.55,-1.21,1.02,85.67,555,4.7,0
P2926,Reusable Water Bottle,Clothing,80.62,-1.02,1.43,62.1,240,3.7,0
P2927,Eco-Friendly Notebook,Electronics,34.02,-1.45,1.48,24.88,542,3.3,1
P2928,Solar Charger,Clothing,32.14,-1.16,1.31,118.41,334,4,0
P2929,Recycled Paper Planner,Household,6.02,-0.76,0.89,57.9,319,4.2,1
P2930,Bamboo Toothbrush,Stationery,25.36,-1.3,1,59.63,317,5,1
P2931,Recycled Paper Planner,Personal Care,77.48,-0.52,1.25,83.57,841,3.7,0
P2932,Bamboo Toothbrush,Clothing,33.5,-1.36,1.05,115,158,4.3,1
P2933,Eco-Friendly Notebook,Personal Care,10.75,-0.75,1.18,104.67,190,3.6,1
P2934,Bamboo Toothbrush,Electronics,33.23,-1.02,1.44,103.25,564,3.4,0
P2935,Solar-Powered Lantern,Household,59.7,-1.13,1.37,84.05,888,4.9,1
P2936,Eco-Friendly Notebook,Personal Care,26.6,-1.47,1.17,36.16,564,4.9,0
P2937,Bamboo Toothbrush,Personal Care,21.8,-0.71,1.15,95.2,823,4.1,1
P2938,Bamboo Toothbrush,Household,89.27,-1.26,0.87,65.54,69,3.3,1
P2939,Eco-Friendly Notebook,Clothing,98.9,-0.54,1.11,91.81,133,4,0
P2940,Organic Cotton T-Shirt,Electronics,69.83,-0.66,1.46,56.65,364,4.7,1
P2941,Organic Wool Socks,Electronics,26.87,-0.71,1.46,64.2,425,4.4,1
P2942,Bamboo Toothbrush,Electronics,94.42,-1.24,1.13,28.71,968,3.1,0
P2943,Eco-Friendly Notebook,Household,61.76,-1.17,0.96,37.72,470,3.3,0
P2944,Solar Charger,Electronics,17.26,-0.8,1,96.31,790,3,1
P2945,Bamboo Toothbrush,Electronics,36.21,-0.98,1.36,111.25,83,4.1,0
P2946,Solar Charger,Electronics,43.85,-0.59,1.31,7.01,285,3.9,1
P2947,Organic Cotton T-Shirt,Electronics,72.13,-0.68,1.05,77.15,998,4.3,0
P2948,Organic Wool Socks,Electronics,22.6,-1.01,0.95,76.52,203,4.2,0
P2949,Bamboo Toothbrush,Clothing,99.21,-0.82,0.98,50.66,212,4.2,1
P2950,Solar Charger,Stationery,6.24,-0.67,1.01,114.76,256,4.4,0
P2951,Organic Wool Socks,Household,18.33,-1.19,0.99,90.65,482,4.8,1
P2952,Biodegradable Phone Case,Clothing,97.17,-1.17,0.97,52.27,411,3.7,0
P2953,Solar Charger,Electronics,91.64,-1.39,1.18,13.61,842,4.7,1
P2954,Compostable Trash Bags,Clothing,50.19,-0.89,1.21,20.93,226,4.4,0
P2955,Solar Charger,Household,99.38,-0.7,0.99,13.66,367,4.3,0
P2956,Eco-Friendly Notebook,Electronics,5.28,-0.61,1.11,19.39,891,5,1
P2957,Solar-Powered Lantern,Clothing,84.64,-0.78,1.48,64.95,128,3.6,0
P2958,Bamboo Toothbrush,Household,65.11,-0.58,1.38,91.53,868,4.3,0
P2959,Biodegradable Phone Case,Household,18.28,-0.58,1.09,41.79,71,3.3,1
P2960,Reusable Water Bottle,Personal Care,60.98,-0.62,1.11,76.35,401,4.9,0
P2961,Eco-Friendly Notebook,Personal Care,35.64,-0.91,1.12,88.58,812,3.1,0
P2962,Organic Cotton T-Shirt,Personal Care,96.74,-1.24,1.02,5.92,848,5,1
P2963,Bamboo Toothbrush,Stationery,95.63,-1.04,1,34.52,773,3.7,1
P2964,Recycled Paper Planner,Personal Care,26.98,-1.34,0.86,21.32,290,3.7,1
P2965,Organic Cotton T-Shirt,Electronics,67.99,-0.7,0.86,34.41,118,3.9,0
P2966,Bamboo Toothbrush,Personal Care,30.21,-1.25,1.1,89.5,497,4.5,0
P2967,Biodegradable Phone Case,Clothing,14.31,-0.79,1.41,26.76,524,4.6,1
P2968,Organic Cotton T-Shirt,Electronics,7.52,-0.75,1.27,37.96,614,3.7,1
P2969,Organic Cotton T-Shirt,Stationery,46.15,-1.02,0.94,113.43,342,3.7,0
P2970,Reusable Water Bottle,Stationery,47.28,-1.09,1.36,90.2,136,3.2,0
P2971,Bamboo Toothbrush,Electronics,86.76,-0.65,0.98,59.65,809,4.6,1
P2972,Compostable Trash Bags,Stationery,81.82,-1.45,1.29,62.81,68,4.5,0
P2973,Bamboo Toothbrush,Household,72.94,-1,1.38,98.03,986,4.8,1
P2974,Biodegradable Phone Case,Personal Care,52.39,-1,1.3,23.76,712,4.5,0
P2975,Bamboo Toothbrush,Clothing,15.62,-1.13,1.23,102,370,3.9,0
P2976,Solar Charger,Household,73.25,-0.65,1.07,32.16,741,4.9,1
P2977,Bamboo Toothbrush,Clothing,8.19,-1.08,1.29,6.71,948,4.8,0
P2978,Reusable Water Bottle,Stationery,59.04,-0.58,0.96,116.33,271,4.5,0
P2979,Organic Cotton T-Shirt,Stationery,9.46,-0.56,1,41.37,982,4.2,1
P2980,Biodegradable Phone Case,Household,52.81,-0.5,1.25,117.69,71,4.4,0
P2981,Biodegradable Phone Case,Household,71.14,-1.33,1.49,46.19,872,3.4,0
P2982,Biodegradable Phone Case,Stationery,44.42,-0.7,1.42,81.52,225,4.2,1
P2983,Organic Cotton T-Shirt,Clothing,32.68,-1.12,1.39,41.17,169,4.7,1
P2984,Solar Charger,Clothing,32.51,-1.36,1.31,37.32,284,3.3,1
P2985,Biodegradable Phone Case,Clothing,76.12,-0.94,1.04,13.54,476,3.6,0
P2986,Eco-Friendly Notebook,Clothing,85,-0.96,1.48,72,594,3.9,1
P2987,Biodegradable Phone Case,Electronics,36.38,-0.74,1.09,24.94,269,4.4,0
P2988,Bamboo Toothbrush,Clothing,98.39,-1.19,0.93,92.46,917,4.9,1
P2989,Organic Cotton T-Shirt,Electronics,71.99,-0.74,1.26,37.89,229,3.1,0
P2990,Reusable Water Bottle,Personal Care,55.75,-1.07,1.4,26.36,592,4.5,1
P2991,Eco-Friendly Notebook,Electronics,85.55,-0.78,1.21,66.98,906,4.8,0
P2992,Reusable Water Bottle,Personal Care,24.82,-1.05,1.34,34.84,212,3.3,0
P2993,Reusable Water Bottle,Household,27.27,-1.16,0.89,51.28,347,3.3,0
P2994,Eco-Friendly Notebook,Electronics,18.77,-0.72,1.32,23.55,178,4.7,0
P2995,Recycled Paper Planner,Stationery,37.06,-0.64,1.15,108.06,697,3.2,0
P2996,Solar Charger,Household,59.71,-0.68,1.31,28.12,164,4.8,1
P2997,Compostable Trash Bags,Personal Care,61.56,-1.19,0.89,23.98,459,3.3,1
P2998,Reusable Water Bottle,Clothing,49.92,-1.17,1.05,67.67,146,3.6,1
P2999,Compostable Trash Bags,Stationery,16.64,-0.81,0.81,69.85,863,4.1,0
P3000,Organic Wool Socks,Household,57,-1.15,1.42,98.41,374,3.4,1
P3001,Reusable Water Bottle,Electronics,17.94,-0.52,1.29,30.02,358,3.3,1
P3002,Solar Charger,Household,23.23,-1.35,1,27.42,772,4.3,0
P3003,Organic Wool Socks,Personal Care,70.44,-1.42,1.31,49.95,962,3.4,0
P3004,Organic Wool Socks,Household,25.29,-1.27,0.95,27.44,742,3.8,0
P3005,Compostable Trash Bags,Household,13.07,-1.4,0.82,63.9,771,4.3,0
P3006,Organic Cotton T-Shirt,Personal Care,29.67,-0.82,0.83,95.35,120,4.5,0
P3007,Bamboo Toothbrush,Electronics,36.18,-0.85,1.31,83.1,562,3.9,0
P3008,Solar Charger,Clothing,34.21,-0.68,1.25,88.8,564,3.7,1
P3009,Eco-Friendly Notebook,Clothing,14.7,-0.56,0.8,67.02,991,4.3,0
P3010,Biodegradable Phone Case,Household,53.92,-0.99,1.08,79.14,633,3.6,1
P3011,Solar-Powered Lantern,Household,82.65,-1.5,1.44,55.84,472,4.9,1
P3012,Eco-Friendly Notebook,Personal Care,84.13,-0.52,1.05,12.16,966,3,0
P3013,Bamboo Toothbrush,Clothing,40.25,-1.08,1.31,25.36,978,4.9,0
P3014,Solar-Powered Lantern,Clothing,22.13,-1.15,1.03,10.24,922,3.2,0
P3015,Compostable Trash Bags,Stationery,78.6,-0.58,1.12,41.79,153,3.6,0
P3016,Compostable Trash Bags,Electronics,43.61,-1.32,1.32,116.16,498,4.4,1
P3017,Bamboo Toothbrush,Clothing,86.15,-1.05,0.99,41.32,640,4.2,1
P3018,Organic Cotton T-Shirt,Stationery,84.35,-1.18,1.49,85.45,461,3.8,1
P3019,Organic Wool Socks,Electronics,74.05,-1.19,1.32,19.04,938,3.1,0
P3020,Organic Wool Socks,Household,81.8,-1.39,1.05,61.61,482,4.4,0
P3021,Bamboo Toothbrush,Household,62.42,-0.6,1.43,30.96,271,4.4,1
