Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification,Profit_Margin,Inventory_Risk,Adjusted_Elasticity,Competitor_Price_Difference,Green_Certification_Label
P2030,Reusable Water Bottle,Personal Care,18.26,-0.85,1.46,42.93,827,4.0,0,0.574656417423713,31.020720490930096,-3.4,24.669999999999998,Non-Certified
P2031,Biodegradable Phone Case,Stationery,84.76,-0.72,0.84,40.01,742,4.6,0,-1.118470382404399,10.421582507472078,-3.312,-44.75000000000001,Non-Certified
P2033,Reusable Water Bottle,Electronics,34.12,-1.36,0.97,96.59,111,3.3,1,0.6467543223936225,3.3538390882392046,-4.488,62.470000000000006,Certified
P2034,Organic Wool Socks,Clothing,22.28,-1.23,0.92,81.96,187,4.4,0,0.7281600780868717,9.123019280305986,-5.412,59.67999999999999,Non-Certified
P2035,Bamboo Toothbrush,Personal Care,98.57,-0.69,1.11,43.05,856,3.1,1,-1.289663182346109,7.823589034910938,-2.139,-55.519999999999996,Certified
P2036,Biodegradable Phone Case,Clothing,75.12,-1.35,0.86,63.18,453,5.0,0,-0.1889838556505224,7.012036555464745,-6.75,-11.940000000000005,Non-Certified
P2037,Eco-Friendly Notebook,Household,18.41,-1.47,1.43,18.39,494,4.5,0,-0.0010875475802066107,18.764505456520666,-6.615,-0.019999999999999574,Non-Certified
P2038,Solar Charger,Stationery,28.81,-0.75,1.3,117.29,813,3.5,0,0.7543695114673032,21.707206365311187,-2.625,88.48,Non-Certified
P2040,Compostable Trash Bags,Household,36.06,-1.08,0.97,81.45,643,3.0,0,0.5572744014732965,18.382878478595238,-3.24,45.39,Non-Certified
P2041,Eco-Friendly Notebook,Personal Care,84.97,-0.95,1.31,81.96,192,4.8,0,-0.03672523182040026,1.7249015593289774,-4.56,-3.010000000000005,Non-Certified
P2042,Reusable Water Bottle,Stationery,7.56,-0.95,1.44,100.13,372,3.8,0,0.9244981524018775,34.17107583774251,-3.61,92.57,Non-Certified
P2043,Organic Cotton T-Shirt,Electronics,52.76,-1.08,1.33,37.5,923,3.0,1,-0.40693333333333326,13.153619454245925,-3.24,-15.259999999999998,Certified
P2044,Bamboo Toothbrush,Stationery,96.32,-1.24,1.39,87.6,666,4.2,0,-0.09954337899543378,4.974425774994623,-5.208,-8.719999999999999,Non-Certified
P2045,Eco-Friendly Notebook,Electronics,90.92,-0.55,1.06,113.33,855,4.2,0,0.197741110032648,8.871576920203537,-2.3100000000000005,22.409999999999997,Non-Certified
P2046,Compostable Trash Bags,Personal Care,79.98,-1.13,1.14,81.07,117,4.5,1,0.01344517084001467,1.2832155407272872,-5.084999999999999,1.0899999999999892,Certified
P2047,Recycled Paper Planner,Clothing,52.33,-1.07,1.42,38.41,432,3.4,1,-0.3624056235355377,5.81359358136205,-3.638,-13.920000000000002,Certified
P2048,Solar Charger,Stationery,58.85,-0.52,1.09,101.7,744,3.3,1,0.42133726647000985,11.598450422080706,-1.716,42.85,Certified
P2049,Organic Cotton T-Shirt,Household,98.77,-1.32,1.48,54.93,414,3.7,0,-0.7981066812306571,2.8321325273841222,-4.884,-43.839999999999996,Non-Certified
P2050,Biodegradable Phone Case,Personal Care,93.31,-0.56,0.82,65.22,805,4.1,0,-0.43069610548911386,10.520922913655243,-2.296,-28.090000000000003,Non-Certified
P2051,Organic Wool Socks,Personal Care,41.8,-1.32,1.21,86.96,437,3.8,1,0.5193192272309107,8.640120210368146,-5.016,45.16,Certified
P2052,Eco-Friendly Notebook,Stationery,87.24,-1.33,1.35,107.89,853,3.2,1,0.19139864676985824,7.242685142730993,-4.256,20.650000000000006,Certified
P2054,Organic Cotton T-Shirt,Stationery,34.6,-0.65,1.19,17.95,594,4.5,1,-0.9275766016713094,14.426579880507116,-2.9250000000000003,-16.650000000000002,Certified
P2056,Bamboo Toothbrush,Stationery,90.13,-0.72,1.46,109.48,65,3.9,1,0.17674461088783347,0.49395925824038034,-2.808,19.35000000000001,Certified
P2057,Solar-Powered Lantern,Clothing,20.85,-0.96,1.23,55.69,485,3.3,1,0.625606033399174,18.91169990836599,-3.1679999999999997,34.839999999999996,Certified
P2058,Bamboo Toothbrush,Personal Care,82.45,-0.75,1.49,80.79,290,4.0,0,-0.020547097413046125,2.3605927529802484,-3.0,-1.6599999999999966,Non-Certified
P2059,Organic Cotton T-Shirt,Clothing,42.22,-0.61,0.92,99.14,204,3.4,0,0.5741375832156547,5.251992667806315,-2.074,56.92,Non-Certified
P2060,Solar-Powered Lantern,Electronics,28.8,-1.13,1.0,66.82,501,3.6,1,0.5689913199640826,17.395833333333332,-4.068,38.019999999999996,Certified
P2062,Compostable Trash Bags,Clothing,43.48,-1.29,0.96,38.6,867,4.2,1,-0.12642487046632112,20.771044158233675,-5.418,-4.8799999999999955,Certified
P2063,Recycled Paper Planner,Stationery,54.64,-1.21,0.97,103.92,161,3.3,0,0.47421093148575827,3.037689997132119,-3.993,49.28,Non-Certified
P2064,Recycled Paper Planner,Personal Care,89.32,-1.2,0.97,85.42,391,3.4,0,-0.04565675485834689,4.512906219269533,-4.08,-3.8999999999999915,Non-Certified
P2066,Bamboo Toothbrush,Personal Care,63.99,-1.34,0.88,28.53,689,3.1,1,-1.2429022082018928,12.235576581568143,-4.154000000000001,-35.46,Certified
P2067,Solar-Powered Lantern,Personal Care,41.29,-0.86,0.82,38.32,313,4.4,1,-0.07750521920668055,9.244546308383889,-3.7840000000000003,-2.969999999999999,Certified
P2068,Bamboo Toothbrush,Household,15.86,-1.21,1.36,72.38,655,4.3,0,0.7808786957723128,30.3668125509977,-5.202999999999999,56.519999999999996,Non-Certified
P2069,Organic Cotton T-Shirt,Household,99.17,-1.02,0.85,106.76,274,4.3,1,0.07109404271262648,3.2505086334221094,-4.386,7.590000000000003,Certified
P2070,Compostable Trash Bags,Household,26.3,-0.65,1.33,40.49,55,4.6,1,0.3504569029389973,1.5723719946253463,-2.9899999999999998,14.190000000000001,Certified
P2071,Organic Cotton T-Shirt,Household,37.63,-1.47,1.45,43.33,542,4.5,1,0.13154858066005068,9.933380373326491,-6.615,5.699999999999996,Certified
P2072,Reusable Water Bottle,Electronics,49.67,-0.7,1.09,52.52,261,4.6,1,0.05426504188880429,4.820808159541044,-3.2199999999999998,2.8500000000000014,Certified
P2074,Organic Wool Socks,Household,38.98,-0.77,0.98,56.81,121,4.1,0,0.3138531948600599,3.167506099412572,-3.1569999999999996,17.830000000000005,Non-Certified
P2075,Compostable Trash Bags,Clothing,95.69,-1.19,0.99,114.44,325,3.5,1,0.16384131422579518,3.430691067852736,-4.165,18.75,Certified
P2076,Biodegradable Phone Case,Personal Care,31.17,-0.72,0.99,30.98,272,4.7,0,-0.0061329890251775755,8.814484271654628,-3.384,-0.19000000000000128,Non-Certified
P2077,Recycled Paper Planner,Household,37.54,-0.51,0.88,36.24,818,3.7,0,-0.03587196467991162,24.76146655688478,-1.8870000000000002,-1.2999999999999972,Non-Certified
P2079,Solar Charger,Clothing,26.02,-1.14,1.01,97.84,156,3.3,0,0.7340556009811938,5.936027884110471,-3.7619999999999996,71.82000000000001,Non-Certified
P2080,Reusable Water Bottle,Stationery,64.43,-0.72,0.92,22.53,806,4.7,0,-1.8597425654682647,13.597500489240089,-3.384,-41.900000000000006,Non-Certified
P2081,Solar Charger,Clothing,67.69,-1.18,1.14,26.96,150,3.4,0,-1.5107566765578633,1.9438461717893496,-4.012,-40.73,Non-Certified
P2082,Recycled Paper Planner,Personal Care,9.68,-0.99,1.29,108.47,363,3.4,0,0.9107587351341384,29.069767441860467,-3.366,98.78999999999999,Non-Certified
P2083,Compostable Trash Bags,Stationery,50.09,-1.49,1.23,61.11,916,3.3,0,0.18033055146457203,14.867547357845309,-4.917,11.019999999999996,Non-Certified
P2084,Solar Charger,Clothing,69.82,-1.17,1.37,96.8,527,3.0,1,0.2787190082644629,5.509474833095321,-3.51,26.980000000000004,Certified
P2085,Compostable Trash Bags,Clothing,74.11,-0.71,0.83,107.51,470,4.2,0,0.31066877499767465,7.640872490095316,-2.9819999999999998,33.400000000000006,Non-Certified
P2086,Biodegradable Phone Case,Household,60.59,-0.75,0.85,107.66,468,4.7,0,0.43720973434887606,9.087113967554343,-3.5250000000000004,47.06999999999999,Non-Certified
P2087,Recycled Paper Planner,Clothing,65.89,-0.51,1.25,41.33,494,3.8,1,-0.594241471086378,5.99787524662316,-1.938,-24.560000000000002,Certified
P2088,Recycled Paper Planner,Stationery,55.78,-0.53,1.12,50.4,403,3.8,1,-0.1067460317460318,6.450724786149669,-2.014,-5.380000000000003,Certified
P2090,Compostable Trash Bags,Electronics,33.41,-0.75,1.29,58.21,426,4.9,1,0.4260436351142416,9.884242985319812,-3.6750000000000003,24.800000000000004,Certified
P2091,Biodegradable Phone Case,Electronics,94.61,-0.55,1.24,36.94,623,4.3,0,-1.561180292365999,5.310425481859314,-2.365,-57.67,Non-Certified
P2092,Compostable Trash Bags,Household,86.93,-0.94,0.81,42.63,842,4.7,0,-1.0391742904058174,11.957968167945543,-4.418,-44.300000000000004,Non-Certified
P2094,Organic Cotton T-Shirt,Electronics,47.08,-1.1,0.85,32.21,575,3.5,0,-0.4616578702266376,14.368534159628167,-3.8500000000000005,-14.869999999999997,Non-Certified
P2095,Solar Charger,Household,20.9,-0.81,1.13,46.6,555,3.1,0,0.5515021459227468,23.500021171190248,-2.511,25.700000000000003,Non-Certified
P2097,Biodegradable Phone Case,Household,18.89,-1.04,1.35,40.32,123,3.8,0,0.5314980158730158,4.823245691429915,-3.952,21.43,Non-Certified
P2099,Compostable Trash Bags,Stationery,90.86,-1.36,1.11,73.1,835,4.5,1,-0.2429548563611492,8.27924556738116,-6.12,-17.760000000000005,Certified
P2100,Recycled Paper Planner,Household,33.13,-0.86,0.82,31.32,714,3.2,1,-0.05779054916985959,26.282273085332726,-2.7520000000000002,-1.8100000000000023,Certified
P2101,Organic Wool Socks,Electronics,25.09,-1.05,0.97,109.94,720,4.3,1,0.7717846097871566,29.584218463017674,-4.515,84.85,Certified
P2102,Biodegradable Phone Case,Electronics,64.22,-1.09,1.5,109.79,557,4.5,0,0.4150651243282631,5.782206996781896,-4.905,45.57000000000001,Non-Certified
P2103,Solar Charger,Personal Care,80.44,-0.6,0.83,46.19,946,4.0,0,-0.7415024897163889,14.169058132080787,-2.4,-34.25,Non-Certified
P2105,Compostable Trash Bags,Personal Care,88.74,-0.88,1.05,60.82,689,3.8,1,-0.45905951989477134,7.394528692703135,-3.344,-27.919999999999995,Certified
P2106,Reusable Water Bottle,Clothing,40.55,-0.82,1.09,17.52,821,4.8,1,-1.314497716894977,18.57487075645652,-3.9359999999999995,-23.029999999999998,Certified
P2107,Solar-Powered Lantern,Electronics,22.91,-1.35,0.88,66.9,662,4.5,0,0.6575485799701047,32.835998571485256,-6.075,43.99000000000001,Non-Certified
P2108,Solar-Powered Lantern,Personal Care,54.31,-1.3,0.91,98.73,934,3.3,1,0.44991390661399777,18.89842803118443,-4.29,44.42,Certified
P2109,Eco-Friendly Notebook,Stationery,50.01,-0.77,1.46,23.38,205,4.0,1,-1.1390076988879385,2.8076576465528813,-3.08,-26.63,Certified
P2111,Solar-Powered Lantern,Personal Care,73.18,-0.61,1.49,112.92,560,3.6,0,0.3519305703152674,5.135814787844994,-2.196,39.739999999999995,Non-Certified
P2112,Organic Wool Socks,Electronics,26.31,-1.1,0.83,25.39,55,4.2,1,-0.0362347380858605,2.518626386961758,-4.620000000000001,-0.9199999999999982,Certified
P2113,Recycled Paper Planner,Clothing,22.92,-1.2,0.89,45.93,557,3.9,0,0.5009797517962116,27.30552777614369,-4.68,23.009999999999998,Non-Certified
P2115,Organic Cotton T-Shirt,Household,68.28,-1.33,0.91,65.87,586,4.1,0,-0.03658721724609073,9.431107849385528,-5.452999999999999,-2.4099999999999966,Non-Certified
P2117,Reusable Water Bottle,Stationery,63.18,-0.71,0.83,73.45,440,3.0,0,0.13982300884955756,8.390637574037841,-2.13,10.270000000000003,Non-Certified
P2118,Eco-Friendly Notebook,Personal Care,74.85,-1.11,1.03,118.67,358,3.5,1,0.3692592904693689,4.64359138989954,-3.8850000000000002,43.82000000000001,Certified
P2119,Solar Charger,Clothing,40.47,-1.41,1.03,79.98,329,3.2,1,0.4939984996249063,7.892697695284293,-4.512,39.510000000000005,Certified
P2120,Recycled Paper Planner,Household,95.5,-0.83,0.93,109.72,554,3.4,1,0.12960262486328836,6.237685075719192,-2.8219999999999996,14.219999999999999,Certified
P2121,Solar Charger,Clothing,38.46,-0.97,0.92,117.79,169,4.1,0,0.6734867136429239,4.776278007642045,-3.9769999999999994,79.33000000000001,Non-Certified
P2122,Organic Wool Socks,Electronics,96.19,-1.03,0.87,67.15,936,5.0,1,-0.432464631422189,11.184760047463532,-5.15,-29.039999999999992,Certified
P2123,Eco-Friendly Notebook,Personal Care,12.95,-1.29,1.49,17.75,500,3.6,0,0.27042253521126763,25.91277759062994,-4.644,4.800000000000001,Non-Certified
P2124,Eco-Friendly Notebook,Clothing,22.04,-1.35,1.44,61.65,885,4.4,0,0.6424979724249797,27.88490623109498,-5.940000000000001,39.61,Non-Certified
P2125,Solar Charger,Household,38.51,-1.33,0.99,49.58,381,3.6,0,0.22327551432029044,9.993468835328093,-4.788,11.07,Non-Certified
P2130,Organic Cotton T-Shirt,Stationery,39.11,-0.93,1.31,38.38,739,5.0,1,-0.01902032308493999,14.423987149183844,-4.65,-0.7299999999999969,Certified
P2131,Solar Charger,Clothing,85.6,-0.97,1.32,98.84,956,4.2,0,0.13395386483205188,8.46077598414047,-4.074,13.240000000000009,Non-Certified
P2132,Organic Wool Socks,Stationery,25.46,-0.83,1.23,110.25,68,3.0,1,0.7690702947845804,2.17142784153686,-2.4899999999999998,84.78999999999999,Certified
P2133,Organic Cotton T-Shirt,Electronics,27.41,-0.65,1.46,113.96,895,3.4,0,0.7594770094770095,22.364600460785734,-2.21,86.55,Non-Certified
P2134,Solar Charger,Personal Care,74.88,-1.36,0.83,104.17,766,4.8,0,0.28117500239992327,12.324940788796212,-6.5280000000000005,29.290000000000006,Non-Certified
P2135,Recycled Paper Planner,Household,32.61,-0.68,1.38,114.72,451,3.7,1,0.7157426778242678,10.021821349368249,-2.5160000000000005,82.11,Certified
P2136,Bamboo Toothbrush,Electronics,40.01,-1.47,1.41,36.84,551,3.2,0,-0.08604777415852319,9.767061780654128,-4.704,-3.1699999999999946,Non-Certified
P2138,Recycled Paper Planner,Household,43.31,-0.71,1.38,36.94,701,4.9,0,-0.17244179750947497,11.72872349325222,-3.479,-6.3700000000000045,Non-Certified
P2139,Organic Wool Socks,Household,21.72,-1.35,1.17,83.13,262,4.9,0,0.738722482858174,10.309927436999262,-6.615000000000001,61.41,Non-Certified
P2141,Solar-Powered Lantern,Stationery,21.98,-0.51,1.14,72.13,120,4.4,1,0.6952724247885761,4.789042670370193,-2.244,50.14999999999999,Certified
P2143,Compostable Trash Bags,Stationery,48.77,-1.49,1.03,94.15,575,4.0,1,0.4819968135953266,11.446635783975106,-5.96,45.38,Certified
P2145,Biodegradable Phone Case,Clothing,5.35,-0.96,1.03,96.48,164,3.6,0,0.9445480928689884,29.761364667453048,-3.456,91.13000000000001,Non-Certified
P2149,Bamboo Toothbrush,Stationery,68.72,-0.74,1.34,32.04,192,4.1,1,-1.1448189762796506,2.085034663701284,-3.034,-36.68,Certified
P2150,Eco-Friendly Notebook,Personal Care,82.02,-0.86,0.91,33.77,276,3.2,0,-1.4287829434409236,3.697838372308014,-2.7520000000000002,-48.24999999999999,Non-Certified
P2151,Solar Charger,Clothing,76.86,-1.14,1.42,57.8,916,3.3,0,-0.3297577854671281,8.39279758697907,-3.7619999999999996,-19.060000000000002,Non-Certified
P2152,Bamboo Toothbrush,Electronics,29.56,-0.72,1.06,85.79,771,4.6,1,0.6554376967012472,24.6061735644803,-3.312,56.230000000000004,Certified
P2153,Organic Wool Socks,Stationery,69.26,-1.32,1.39,118.01,536,3.7,1,0.4131005846962122,5.5675932831557455,-4.884,48.75,Certified
P2154,Organic Cotton T-Shirt,Household,27.62,-1.1,0.94,103.67,703,3.3,1,0.7335776984662872,27.077202767035914,-3.63,76.05,Certified
P2156,Recycled Paper Planner,Clothing,42.41,-0.52,1.12,28.77,953,3.6,0,-0.47410497045533534,20.063495806245157,-1.872,-13.639999999999997,Non-Certified
P2159,Solar Charger,Stationery,80.46,-0.56,1.21,108.87,541,4.1,1,0.2609534306971618,5.556890852802995,-2.296,28.41000000000001,Certified
P2160,Solar-Powered Lantern,Clothing,75.58,-1.01,1.44,54.87,396,3.7,0,-0.37743757973391656,3.6385287112992857,-3.737,-20.71,Non-Certified
P2161,Organic Cotton T-Shirt,Stationery,10.61,-1.15,1.0,114.59,63,3.3,0,0.9074090234749979,5.937794533459002,-3.7949999999999995,103.98,Non-Certified
P2162,Solar Charger,Household,39.96,-1.29,0.94,80.47,461,3.3,0,0.5034174226419783,12.272911209081423,-4.257,40.51,Non-Certified
P2163,Solar-Powered Lantern,Household,90.8,-1.01,0.91,74.58,954,4.9,0,-0.21748458031643872,11.545722999467493,-4.949000000000001,-16.22,Non-Certified
P2164,Organic Wool Socks,Household,93.16,-1.36,1.0,33.16,99,4.4,0,-1.8094089264173705,1.0626878488621727,-5.984000000000001,-60.0,Non-Certified
P2165,Solar-Powered Lantern,Electronics,58.42,-0.68,0.87,42.69,696,4.5,0,-0.3684703677676272,13.693940431359122,-3.06,-15.730000000000004,Non-Certified
P2166,Organic Cotton T-Shirt,Clothing,26.96,-0.67,1.0,18.02,845,3.7,0,-0.49611542730299674,31.34272997032641,-2.479,-8.940000000000001,Non-Certified
P2167,Solar-Powered Lantern,Electronics,19.98,-0.88,1.28,87.82,267,4.4,0,0.7724891824185834,10.440127627627627,-3.8720000000000003,67.83999999999999,Non-Certified
P2168,Compostable Trash Bags,Stationery,14.92,-1.5,1.21,75.61,267,3.2,0,0.8026716042851474,14.789621784503579,-4.800000000000001,60.69,Non-Certified
P2169,Compostable Trash Bags,Clothing,42.21,-0.75,0.91,98.61,339,3.4,1,0.571950106480073,8.8255738575568,-2.55,56.4,Certified
P2170,Solar-Powered Lantern,Clothing,57.17,-1.17,0.96,62.28,829,3.1,1,0.08204881181759793,15.10480438458399,-3.627,5.109999999999999,Certified
P2171,Bamboo Toothbrush,Clothing,43.53,-0.93,1.04,114.56,583,4.7,0,0.6200244413407822,12.877944476841789,-4.371,71.03,Non-Certified
P2172,Recycled Paper Planner,Electronics,87.42,-1.35,1.19,102.81,692,4.2,1,0.1496936095710534,6.651940117158738,-5.670000000000001,15.39,Certified
P2173,Recycled Paper Planner,Stationery,70.55,-0.57,0.86,48.44,441,4.4,0,-0.4564409578860446,7.268471972706147,-2.508,-22.11,Non-Certified
P2174,Biodegradable Phone Case,Electronics,94.66,-0.77,0.81,65.07,804,4.6,1,-0.4547410481020441,10.485871461996542,-3.542,-29.590000000000003,Certified
P2175,Compostable Trash Bags,Electronics,40.07,-0.63,1.33,27.61,420,4.6,1,-0.4512857660268019,7.8809451880262165,-2.8979999999999997,-12.46,Certified
P2176,Organic Wool Socks,Household,35.13,-0.64,1.22,32.11,973,3.5,0,-0.09405169729056378,22.70256144624416,-2.24,-3.020000000000003,Non-Certified
P2177,Reusable Water Bottle,Household,97.44,-1.26,0.99,32.2,428,3.3,0,-2.026086956521739,4.436814781642368,-4.1579999999999995,-65.24,Non-Certified
P2178,Organic Cotton T-Shirt,Personal Care,62.33,-0.77,1.15,95.5,645,3.2,0,0.3473298429319372,8.99838866063519,-2.4640000000000004,33.17,Non-Certified
P2179,Organic Wool Socks,Personal Care,54.02,-1.32,0.84,23.13,735,3.3,1,-1.3354950281020321,16.197704553868938,-4.356,-30.890000000000004,Certified
P2180,Solar-Powered Lantern,Household,52.32,-0.51,1.28,16.34,98,4.7,1,-2.201958384332926,1.4633505351681957,-2.3970000000000002,-35.980000000000004,Certified
P2181,Organic Wool Socks,Stationery,81.23,-0.51,1.33,64.61,827,3.9,0,-0.2572357220244545,7.654862874285306,-1.9889999999999999,-16.620000000000005,Non-Certified
P2182,Recycled Paper Planner,Clothing,77.56,-0.59,1.14,37.36,747,4.4,0,-1.0760171306209851,8.448467739746478,-2.596,-40.2,Non-Certified
P2183,Biodegradable Phone Case,Electronics,36.61,-0.89,0.93,119.27,871,3.4,1,0.6930493837511529,25.582057901801317,-3.026,82.66,Certified
P2184,Eco-Friendly Notebook,Household,22.89,-1.42,1.04,19.8,377,4.5,0,-0.15606060606060604,15.83660987330712,-6.39,-3.09,Non-Certified
P2185,Compostable Trash Bags,Personal Care,55.61,-0.7,1.49,104.97,681,5.0,0,0.4702295894064971,8.21879122218615,-3.5,49.36,Non-Certified
P2186,Reusable Water Bottle,Household,87.92,-0.92,1.2,57.87,523,4.5,1,-0.5192673233108693,4.957158022444647,-4.140000000000001,-30.050000000000004,Certified
P2187,Compostable Trash Bags,Clothing,6.16,-1.23,1.47,67.85,119,3.1,1,0.9092114959469418,13.141620284477428,-3.813,61.69,Certified
P2188,Solar-Powered Lantern,Stationery,58.41,-1.46,1.0,81.53,560,4.1,0,0.28357659757144615,9.587399417907893,-5.986,23.120000000000005,Non-Certified
P2190,Reusable Water Bottle,Clothing,15.09,-1.03,1.5,90.0,625,4.0,1,0.8323333333333333,27.6121051468964,-4.12,74.91,Certified
P2191,Biodegradable Phone Case,Electronics,82.33,-0.72,1.25,89.78,597,3.6,0,0.08298061929160172,5.801044576703511,-2.592,7.450000000000003,Non-Certified
P2192,Organic Wool Socks,Personal Care,33.22,-1.39,1.36,35.14,905,3.3,0,0.054638588503130386,20.031341856429506,-4.587,1.9200000000000017,Non-Certified
P2193,Solar Charger,Household,28.01,-0.91,0.9,108.04,159,3.8,1,0.7407441688263606,6.307271212662144,-3.4579999999999997,80.03,Certified
P2194,Biodegradable Phone Case,Personal Care,62.5,-1.42,0.97,88.96,181,3.5,1,0.2974370503597122,2.9855670103092784,-4.97,26.459999999999994,Certified
P2195,Organic Cotton T-Shirt,Clothing,41.52,-0.58,1.35,95.28,172,4.3,0,0.5642317380352645,3.0685791764789836,-2.4939999999999998,53.76,Non-Certified
P2196,Compostable Trash Bags,Personal Care,28.79,-0.71,1.36,39.02,859,3.3,0,0.26217324449000523,21.938785934658682,-2.343,10.230000000000004,Non-Certified
P2197,Solar-Powered Lantern,Household,30.7,-1.44,0.9,102.34,535,4.7,1,0.7000195427008012,19.363011219688744,-6.768,71.64,Certified
P2198,Organic Wool Socks,Household,42.66,-1.16,0.82,99.06,140,4.3,0,0.5693519079345851,4.0021497261386125,-4.9879999999999995,56.400000000000006,Non-Certified
P2200,Compostable Trash Bags,Household,35.48,-1.38,1.5,118.16,594,3.9,0,0.6997291807718349,11.161217587373168,-5.382,82.68,Non-Certified
P2201,Compostable Trash Bags,Electronics,68.55,-1.33,1.12,50.3,61,4.5,1,-0.3628230616302187,0.7945191205585077,-5.985,-18.25,Certified
P2202,Eco-Friendly Notebook,Electronics,45.17,-0.89,1.22,108.67,670,3.9,1,0.5843379037452838,12.15807677371823,-3.471,63.5,Certified
P2203,Biodegradable Phone Case,Electronics,72.87,-1.3,1.21,109.93,675,3.1,0,0.3371236241244428,7.655430762582976,-4.03,37.06,Non-Certified
P2204,Organic Cotton T-Shirt,Personal Care,14.46,-1.49,1.43,28.81,635,3.7,1,0.4980909406456091,30.7092630744083,-5.513,14.349999999999998,Certified
P2205,Solar Charger,Personal Care,31.4,-1.05,1.28,10.02,333,3.8,1,-2.13373253493014,8.285230891719745,-3.9899999999999998,-21.38,Certified
P2206,Reusable Water Bottle,Electronics,53.22,-1.34,1.39,51.55,152,4.7,1,-0.03239573229873912,2.0547260049908216,-6.298000000000001,-1.6700000000000017,Certified
P2207,Recycled Paper Planner,Stationery,41.75,-0.66,1.29,18.64,999,4.3,0,-1.2398068669527895,18.54894861439911,-2.838,-23.11,Non-Certified
P2208,Organic Wool Socks,Stationery,55.54,-0.84,0.91,117.26,701,4.3,0,0.5263516970834045,13.869817614866228,-3.6119999999999997,61.720000000000006,Non-Certified
P2209,Solar-Powered Lantern,Clothing,77.85,-0.94,1.01,52.13,464,3.5,0,-0.49338192979090717,5.901168151497232,-3.29,-25.71999999999999,Non-Certified
P2212,Compostable Trash Bags,Household,7.66,-0.78,1.1,113.88,86,4.8,1,0.9327362135581314,10.206503679088536,-3.7439999999999998,106.22,Certified
P2213,Compostable Trash Bags,Personal Care,49.2,-0.75,1.1,36.63,695,3.9,0,-0.34316134316134317,12.841832963784181,-2.925,-12.57,Non-Certified
P2215,Biodegradable Phone Case,Personal Care,85.5,-0.69,0.85,43.48,395,4.6,0,-0.9664213431462743,5.43515651874785,-3.1739999999999995,-42.02,Non-Certified
P2216,Eco-Friendly Notebook,Household,19.23,-1.0,1.34,117.53,928,4.5,0,0.8363822002892878,36.013380833740804,-4.5,98.3,Non-Certified
P2218,Compostable Trash Bags,Stationery,40.85,-0.62,0.87,79.62,346,3.0,0,0.4869379552876162,9.735646252761011,-1.8599999999999999,38.77,Non-Certified
P2220,Organic Cotton T-Shirt,Household,47.34,-1.18,1.16,31.92,84,4.4,0,-0.48308270676691734,1.5296534242384512,-5.192,-15.420000000000002,Non-Certified
P2221,Organic Wool Socks,Clothing,36.18,-0.85,1.4,32.8,501,5.0,1,-0.10304878048780497,9.891021085050937,-4.25,-3.3800000000000026,Certified
P2222,Reusable Water Bottle,Stationery,82.2,-0.59,1.37,105.5,530,3.4,1,0.22085308056872036,4.706342017866339,-2.006,23.299999999999997,Certified
P2223,Organic Cotton T-Shirt,Stationery,67.68,-0.66,1.42,84.99,597,3.5,1,0.20367102012001398,6.211916891419438,-2.31,17.309999999999988,Certified
P2224,Bamboo Toothbrush,Household,56.97,-0.54,0.94,94.44,442,3.7,1,0.39675984752223636,8.253690818982744,-1.9980000000000002,37.47,Certified
P2225,Biodegradable Phone Case,Electronics,42.28,-1.42,1.0,87.61,830,4.1,1,0.5174066887341627,19.631031220435194,-5.821999999999999,45.33,Certified
P2226,Eco-Friendly Notebook,Personal Care,14.78,-1.03,1.13,111.94,541,4.2,0,0.8679649812399499,32.39249404241561,-4.3260000000000005,97.16,Non-Certified
P2227,Reusable Water Bottle,Household,52.04,-1.03,1.46,96.06,628,3.4,0,0.4582552571309598,8.26550703884262,-3.502,44.02,Non-Certified
P2228,Eco-Friendly Notebook,Clothing,44.37,-0.84,1.17,106.33,446,3.1,0,0.5827141916674504,8.591313527080938,-2.604,61.96,Non-Certified
P2229,Organic Cotton T-Shirt,Stationery,48.78,-1.28,0.86,55.77,643,3.3,1,0.12533620225927922,15.32747885618391,-4.224,6.990000000000002,Certified
P2230,Compostable Trash Bags,Clothing,56.15,-0.61,1.39,92.7,912,4.1,0,0.39428263214670983,11.685041993119665,-2.501,36.550000000000004,Non-Certified
P2231,Recycled Paper Planner,Personal Care,17.08,-1.27,1.13,29.9,538,3.7,0,0.4287625418060201,27.87506994673686,-4.699000000000001,12.82,Non-Certified
P2232,Solar-Powered Lantern,Electronics,36.91,-0.63,0.92,85.5,540,4.8,0,0.5683040935672515,15.902371220241951,-3.024,48.59,Non-Certified
P2233,Solar-Powered Lantern,Stationery,67.18,-0.87,1.43,116.73,656,3.7,0,0.4244838516234044,6.828539129819272,-3.2190000000000003,49.55,Non-Certified
P2234,Biodegradable Phone Case,Personal Care,43.59,-0.95,0.86,114.3,336,4.0,1,0.6186351706036745,8.963011571888154,-3.8,70.71,Certified
P2235,Organic Wool Socks,Stationery,90.71,-1.13,0.91,103.58,141,4.8,1,0.12425178605908481,1.70813642316233,-5.4239999999999995,12.870000000000005,Certified
